age,gender,location,education_level,internet_access,income_decile,current_sector,current_skills,target_job_role,predicted_skill_gap,recommended_training
25,Male,Rural,Vocational,Yes,7,Retail,"Sales, Communication, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
46,Female,Semi-Urban,Vocational,No,5,Agriculture,"Livestock Care, Basic Math, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
28,Female,Semi-Urban,Primary,Yes,10,Construction,"Pipe Fitting, Construction Safety, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
18,Female,Urban,Graduate,Yes,2,Agriculture,"Farming, Irrigation, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
46,Female,Semi-Urban,Secondary,Yes,10,Retail,"Sales, Communication, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
54,Male,Urban,Primary,No,10,Finance,"Bookkeeping, Excel, MS Office, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
27,Male,Rural,Secondary,No,2,Administration,"MS Office, Excel",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
30,Female,Rural,Vocational,Yes,7,Services,"Communication, Excel, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
19,Female,Rural,Secondary,Yes,4,Agriculture,"Livestock Care, Farming, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
31,Female,Semi-Urban,Vocational,Yes,5,Finance,"Communication, Excel, Bookkeeping, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
20,Male,Rural,Vocational,Yes,7,Retail,"Sales, Communication, Typing, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
47,Male,Urban,Graduate,Yes,7,Retail,"Sales, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
35,Female,Rural,Graduate,No,5,Retail,"Sales, Team Management, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
53,Female,Urban,Secondary,Yes,4,Agriculture,"Basic Math, Farming",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
25,Female,Urban,Vocational,Yes,9,Finance,"Bookkeeping, Excel, Tax Basics, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
36,Male,Urban,Graduate,Yes,10,Services,"Communication, Excel, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
24,Female,Urban,Graduate,Yes,2,Retail,"Sales, Leadership, Inventory Management, Communication",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
35,Male,Rural,Primary,Yes,8,Retail,"Sales, Team Management, Inventory Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
53,Female,Urban,Vocational,Yes,4,Construction,"Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
36,Male,Urban,Graduate,Yes,7,Finance,"Communication, Tax Basics, Typing, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
48,Female,Semi-Urban,Vocational,Yes,7,Finance,"Communication, Excel, Accounting, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
32,Male,Rural,Primary,Yes,7,Retail,"Leadership, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
33,Female,Rural,Primary,Yes,1,Administration,"Communication, Excel, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
50,Male,Urban,Vocational,Yes,3,Construction,"Construction Safety, Communication, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
34,Female,Urban,Secondary,Yes,10,Retail,"Sales, Communication, Inventory Management, Leadership, Retail Operations, Excel",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
43,Female,Rural,Graduate,Yes,7,Retail,"Sales, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
30,Male,Urban,Vocational,Yes,4,IT,"HTML, Basic Coding, JavaScript, Git",Web Developer,"JavaScript, React, Git",Frontend Development Program
25,Male,Urban,Vocational,No,8,IT,"Communication, CSS, Git, JavaScript",Web Developer,"JavaScript, React, Git",Frontend Development Program
45,Female,Rural,Graduate,Yes,7,Construction,"Communication, Tool Repair, Heavy Lifting, Construction Safety, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
44,Female,Urban,Vocational,Yes,6,Administration,"Excel, Data Entry, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
32,Male,Semi-Urban,Graduate,No,8,Retail,"Team Management, Communication, Inventory Management, Leadership, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
31,Female,Semi-Urban,Primary,Yes,3,Agriculture,"Farming, Irrigation, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
37,Male,Urban,Primary,No,6,Retail,"Sales, Team Management, Inventory Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
32,Male,Semi-Urban,Secondary,Yes,6,Construction,"Pipe Fitting, Construction Safety, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
47,Male,Urban,Primary,No,1,Retail,"Sales, Leadership, Retail Operations, Communication",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
50,Female,Semi-Urban,Primary,Yes,6,Retail,"Sales, Team Management, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
33,Female,Rural,Graduate,Yes,2,IT,"Communication, Git, Basic Coding, Typing, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
45,Female,Rural,Vocational,No,9,Agriculture,"Livestock Care, Farming",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
23,Female,Rural,Vocational,No,3,Construction,"Pipe Fitting, Construction Safety, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
44,Female,Semi-Urban,Graduate,Yes,6,Administration,"Communication, MS Office, Typing, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
40,Female,Urban,Graduate,Yes,9,Retail,"Sales, Communication, Leadership, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
51,Female,Semi-Urban,Secondary,Yes,9,Administration,"Communication, MS Office, Typing, Email Etiquette, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
25,Male,Semi-Urban,Primary,Yes,10,Retail,"Sales, Leadership, Typing, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
42,Male,Urban,Graduate,Yes,4,Agriculture,"Livestock Care, Farming, Soil Testing, Excel, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
48,Male,Rural,Primary,Yes,9,Agriculture,"Livestock Care, Communication, Farming, Basic Math, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
28,Male,Semi-Urban,Secondary,Yes,8,Finance,"Communication, Excel, Bookkeeping, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
25,Female,Urban,Primary,Yes,5,Retail,"Communication, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
36,Female,Urban,Secondary,Yes,10,Administration,"Communication, Typing, Excel",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
18,Male,Semi-Urban,Graduate,Yes,1,Retail,"Sales, Communication, Team Management, Inventory Management, Leadership",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
26,Female,Rural,Vocational,Yes,6,Agriculture,"Livestock Care, Soil Testing, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
35,Male,Urban,Primary,Yes,5,Retail,"Sales, Team Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
25,Male,Urban,Graduate,No,4,IT,"Communication, Basic Coding, JavaScript, Basic Python, React, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
51,Female,Rural,Graduate,Yes,2,IT,"Basic Coding, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
28,Male,Semi-Urban,Graduate,Yes,1,Finance,"Tax Basics, Excel, Accounting, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
21,Male,Urban,Secondary,Yes,9,Construction,"Construction Safety, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
48,Male,Rural,Secondary,No,1,Construction,"Communication, Tool Repair, Heavy Lifting, Construction Safety, Plumbing, Typing, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
41,Male,Urban,Vocational,No,9,Agriculture,"Livestock Care, MS Office, Farming, Basic Math, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
42,Female,Semi-Urban,Secondary,Yes,9,Administration,"Communication, Typing, Excel, MS Office",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
26,Female,Rural,Secondary,Yes,6,Construction,"Tool Repair, Heavy Lifting, Construction Safety, Plumbing, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
19,Male,Semi-Urban,Primary,Yes,1,Retail,"Leadership, Communication, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
52,Male,Semi-Urban,Vocational,Yes,6,Construction,"Pipe Fitting, Construction Safety, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
46,Male,Urban,Primary,No,6,Services,"Communication, Excel, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
20,Female,Rural,Secondary,Yes,7,Retail,"Sales, Heavy Lifting, Leadership, Typing, Inventory Basics, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
34,Male,Semi-Urban,Graduate,Yes,1,Agriculture,"Livestock Care, Farming, Soil Testing, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
35,Male,Semi-Urban,Vocational,Yes,9,Finance,"Tax Basics, Excel",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
18,Female,Urban,Graduate,Yes,10,Retail,"Communication, Excel, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
37,Male,Semi-Urban,Primary,Yes,7,Retail,"Sales, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
21,Female,Semi-Urban,Secondary,No,10,Retail,"Sales, Communication, Typing, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
38,Male,Urban,Primary,No,8,Finance,"Communication, Typing, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
36,Female,Rural,Primary,Yes,7,IT,"Basic Coding, Basic Python, React, Git",Web Developer,"JavaScript, React, Git",Frontend Development Program
39,Male,Rural,Graduate,Yes,2,Construction,"Communication, Heavy Lifting, Construction Safety, Plumbing, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
46,Male,Urban,Secondary,No,1,Retail,"Communication, Inventory Management, Leadership, Basic Math, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
41,Male,Semi-Urban,Secondary,Yes,9,Administration,"Communication, Excel",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
22,Female,Urban,Vocational,Yes,8,Services,"Leadership, Communication, Typing, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
32,Male,Semi-Urban,Secondary,Yes,8,Retail,"Sales, Communication, Team Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
41,Male,Urban,Graduate,Yes,2,IT,"Communication, Excel, CSS, Typing",Web Developer,"JavaScript, React, Git",Frontend Development Program
29,Male,Rural,Secondary,Yes,9,Administration,Typing,Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
24,Male,Semi-Urban,Secondary,Yes,2,Administration,"Communication, Typing, Excel, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
22,Male,Urban,Secondary,No,4,Finance,"Communication, Excel, Accounting, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
52,Female,Urban,Graduate,Yes,5,Services,"MS Office, Typing, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
28,Female,Semi-Urban,Graduate,Yes,8,Construction,"Communication, Tool Repair, Heavy Lifting, Construction Safety, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
55,Male,Urban,Secondary,No,8,Finance,"Tax Basics, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
41,Female,Semi-Urban,Primary,Yes,2,Agriculture,"Livestock Care, Farming, Irrigation, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
45,Female,Rural,Vocational,Yes,8,Retail,"Sales, Communication",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
22,Female,Urban,Graduate,No,9,Administration,"Communication, Excel",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
39,Male,Semi-Urban,Graduate,Yes,5,Services,"Communication, Excel, MS Office, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
